Organism,Seq,Positions,,,,,
Haloferax_phv9,9,329-458,,,,,
Haloferax_phv10,10,307-432,,,,,
Haloferax_phv11,11,314-455,,,,,
Haloferax_phv12,12,156-259,271-356,378-448,,,
Haloferax_phv13,13,0-47,175-256,305-574,,,
Haloferax_phv3,1,191-314,370-430,,,,
Haloferax_phv4,2,372-489,,,,,
Haloferax_phv5,3,378-471,,,,,
Haloferax_phv6,4,282-403,,,,,
Haloferax_phv7,5,37-99,108-145,389-449,,,
Haloferax_phv8,6,352-451,,,,,
Haloferax_phv9,7,357-498,,,,,
Haloferax_phv10,8,360-483,,,,,
Haloferax_phv11,9,,,,,,
Haloferax_phv12,10,390-477,,,,,
Haloferax_phv13,11,230-273,387-443,,,,
Haloferax_phv14,12,366-471,,,,,
Haloferax_phv15,13,363-526,,,,,
Haloferax_phv16,14,390-478,,,,,
Haloferax_phv17,15,365-472,,,,,
Haloferax_phv18,16,383-494,,,,,
Haloferax_phv19,17,299-358,368-444,,,,
Haloferax_phv20,18,379-435,,,,,
Haloferax_phv21,19,361-430,438-474,,,,
Haloferax_phv22,20,295-453,,,,,
Haloferax_phv23,21,365-487,,,,,
Haloferax_phv24,22,393-468,,,,,
Haloferax_phv25,23,,,,,,
Haloferax_phv26,24,359-476,,,,,
Haloferax_phv27,25,5-79,382-466,,,,
Haloferax_phv28,26,309-357,439-512,,,,
Haloferax_phv29,27,386-457,529-578,,,,
Haloferax_phv30,28,395-444,,,,,
Haloferax_phv31,29,0-69,101-289,293-395,,,
Haloferax_phv32,30,167-293,,,,,
Haloferax_phv33,31,273-342,374-446,,,,
Haloferax_phv34,32,380-472,,,,,
Haloferax_phv35,33,201-274,368-470,,,,
Haloferax_phv36,34,0-162,362-462,,,,
Haloferax_phv37,35,95-159,,,,,
Haloferax_phv38,36,260-433,,,,,
Haloferax_phv39,37,390-444,,,,,
Haloferax_phv40,38,303-421,,,,,
Haloferax_phv41,39,257-448,,,,,
Haloferax_phv42,40,377-455,,,,,
Haloferax_phv43,41,255-432,,,,,
Haloferax_phv44,42,373-449,471-521,525-568,,,
Haloferax_phv45,43,384-463,,,,,
Haloferax_phv46,44,332-397,,,,,
Haloferax_phv47,45,258-322,385-501,,,,
Haloferax_phv48,46,,,,,,
Haloferax_phv49,47,325-375,382-422,,,,
Haloferax_phv50,48,0-59,,,,,
Haloferax_phv51,49,395-440,,,,,
Haloferax_phv52,50,344-394,398-482,,,,
Haloferax_phv53,51,173-297,,,,,
Haloferax_phv54,52,396-452,,,,,
Haloferax_phv55,53,385-504,,,,,
Haloferax_phv56,54,389-455,,,,,
Haloferax_phv57,55,332-428,,,,,
Haloferax_phv58,56,244-349,393-467,,,,
Haloferax_phv59,57,157-229,395-462,,,,
Haloferax_phv60,58,375-459,,,,,
Haloferax_phv61,59,0-131,343-443,,,,
Haloferax_phv62,60,,,,,,
Haloferax_phv63,61,,,,,,
Haloferax_phv64,62,380-463,,,,,
Haloferax_phv65,63,408-496,,,,,
Haloferax_phv66,64,233-275,378-449,,,,
Haloferax_phv67,65,253-304,388-444,,,,
Haloferax_phv68,66,68-129,358-463,,,,
Haloferax_phv69,67,366-430,,,,,
Haloferax_phv70,68,,,,,,
Haloferax_phv71,69,348-466,,,,,
Haloferax_phv72,70,27-75,84-135,242-515,,,
Haloferax_phv73,71,162-198,204-245,339-440,,,
Haloferax_phv74,72,405-471,,,,,
Haloferax_phv75,73,6-109,306-444,,,,
Haloferax_phv76,74,289-342,,,,,
Haloferax_phv77,75,366-427,,,,,
Haloferax_phv78,76,368-452,,,,,
Haloferax_phv79,77,313-385,,,,,
Haloferax_phv80,78,377-457,,,,,
Haloferax_phv81,79,210-289,379-447,,,,
Haloferax_phv82,80,380-461,,,,,
Haloferax_phv83,81,77-203,387-428,,,,
Haloferax_phv84,82,372-463,,,,,
Haloferax_phv85,83,383-468,,,,,
Haloferax_phv86,84,334-431,,,,,
Haloferax_phv87,85,389-489,,,,,
Haloferax_phv88,86,373-431,,,,,
Haloferax_phv89,87,317-490,,,,,
Haloferax_phv90,88,395-458,,,,,
Haloferax_phv91,89,374-466,,,,,
Haloferax_phv92,90,299-353,,,,,
Haloferax_phv93,91,76-169,452-510,,,,
Haloferax_phv94,92,388-468,,,,,
Haloferax_phv95,93,272-327,374-516,,,,
Haloferax_phv96,94,391-475,,,,,
Haloferax_phv97,95,392-481,,,,,
Haloferax_phv98,96,389-449,,,,,
Haloferax_phv99,97,228-306,,,,,
Haloferax_phv100,98,379-456,,,,,
Haloferax_phv101,99,378-470,,,,,
Helico,1,361-557,,,,,
Helico,2,45-118,403-452,,,,
Helico,3,0-37,158-234,400-470,,,
Helico,4,0-48,386-506,,,,
Helico,5,221-278,356-613,,,,
Helico,6,308-464,,,,,
Helico,7,319-383,,,,,
Helico,8,319-383,,,,,
Helico,9,160-279,385-526,534-613,,,
Helico,10,242-292,,,,,
Helico,11,158-235,259-500,,,,
Helico,12,225-304,352-402,431-467,,,
Helico,13,261-528,,,,,
Helico,14,34-100,210-304,308-344,372-613,,
Helico,15,336-456,,,,,
Helico,16,334-370,378-446,,,,
Helico,17,237-520,,,,,
Helico,18,306-473,,,,,
Helico,19,171-250,267-504,,,,
Helico,20,386-478,572-613,,,,
Helico,21,415-613,,,,,
Helico,22,214-525,,,,,
Helico,23,325-483,495-562,,,,
Helico,24,208-278,328-388,,,,
Helico,25,62-163,167-369,389-502,,,
Helico,26,409-506,554-613,,,,
Helico,27,313-359,426-482,,,,
Helico,28,370-499,,,,,
Helico,29,154-284,399-518,,,,
Helico,30,120-233,303-466,477-552,,,
Helico,31,350-481,,,,,
Helico,32,349-519,,,,,
Helico,33,0-42,190-487,,,,
Helico,34,350-498,,,,,
Helico,35,95-197,208-323,,,,
Helico,36,330-535,,,,,
Helico,37,343-491,,,,,
Helico,38,158-444,,,,,
Helico,39,224-433,,,,,
Helico,40,327-373,382-491,,,,
Helico,41,393-490,,,,,
Helico,42,,,,,,
Helico,43,123-213,424-518,,,,
Helico,44,306-357,360-474,,,,
Helico,45,434-564,,,,,
Helico,46,6-50,232-346,,,,
Helico,47,5-90,368-536,541-613,,,
Helico,48,130-176,365-532,,,,
Helico,49,406-577,,,,,
Helico,50,215-483,,,,,
Helico,51,226-301,326-479,,,,
Helico,52,338-539,,,,,
Helico,53,414-489,,,,,
Helico,54,0-84,392-448,,,,
Helico,55,366-520,,,,,
Helico,56,168-252,324-481,,,,
Helico,57,82-176,375-457,,,,
Helico,58,231-491,,,,,
Helico,59,44-205,332-387,426-577,,,
Helico,60,107-166,,,,,
Helico,61,369-448,,,,,
Helico,62,304-590,,,,,
Helico,63,184-263,,,,,
Helico,64,457-554,,,,,
Helico,65,327-526,,,,,
Helico,66,0-67,356-474,,,,
Helico,67,264-498,,,,,
Helico,68,400-555,,,,,
Helico,69,558-610,,,,,
Helico,70,291-330,336-484,,,,
Helico,71,239-380,386-524,,,,
Helico,72,254-496,,,,,
Helico,73,45-81,388-486,,,,
Helico,74,153-258,401-445,,,,
Helico,75,429-506,,,,,
Helico,76,77-137,262-319,387-494,,,
Helico,77,64-128,223-554,,,,
Helico,78,166-221,,,,,
Helico,79,117-498,529-613,,,,
Helico,80,387-478,,,,,
Helico,81,221-356,370-510,,,,
Helico,82,33-110,344-525,,,,
Helico,83,237-358,377-484,,,,
Helico,84,551-613,,,,,
Helico,85,0-64,137-191,241-366,,,
Helico,86,0-73,306-586,,,,
Helico,87,354-522,538-613,,,,
Helico,88,181-249,261-355,377-478,,,
Helico,89,206-274,382-477,,,,
Helico,90,242-424,506-613,,,,
Helico,91,77-155,373-475,545-607,,,
Helico,92,265-322,374-438,,,,
Helico,93,208-299,325-485,,,,
Helico,94,240-419,424-501,,,,
Helico,95,269-311,331-530,,,,
Helico,96,111-159,219-285,390-472,516-613,,
Helico,97,245-298,441-514,,,,
Helico,98,376-518,564-613,,,,
Helico,99,363-521,,,,,
Helico,100,40-101,109-178,261-613,,,
Helico,101,237-281,332-478,,,,
Helico,102,20-63,330-498,,,,
Helico,103,283-476,,,,,
Helico,104,71-114,382-512,,,,
Helico,105,215-257,309-357,,,,
Helico,106,394-462,,,,,
Helico,107,343-506,,,,,
Helico,108,6-57,,,,,
Helico,109,0-67,397-516,,,,
Helico,110,61-133,237-312,454-516,,,
Helico,111,48-93,251-305,340-487,,,
Helico,112,0-40,123-173,205-358,411-491,562-613,
Helico,113,369-512,,,,,
Helico,114,148-246,285-459,,,,
Helico,115,215-454,,,,,
Helico,116,343-466,496-606,,,,
Helico,117,210-481,,,,,
Helico,118,,,,,,
Helico,119,92-135,180-261,273-490,,,
Helico,120,181-437,,,,,
Helico,121,263-516,,,,,
Helico,122,354-515,,,,,
Helico,123,84-143,,,,,
Helico,124,313-514,552-607,,,,
Helico,125,62-100,195-244,380-447,,,
Helico,126,0-42,329-400,,,,
Helico,127,350-461,,,,,
Helico,128,341-559,567-613,,,,
Helico,129,0-41,293-343,,,,
Helico,130,,,,,,
Helico,131,103-219,384-423,530-613,,,
Helico,132,229-293,356-573,,,,
Helico,133,44-139,229-293,347-494,,,
Helico,134,239-524,,,,,
Helico,135,342-532,,,,,
Helico,136,108-147,296-520,,,,
Helico,137,312-447,537-610,,,,
Helico,138,270-440,448-489,,,,
Helico,139,157-213,390-477,,,,
Helico,140,458-503,,,,,
Helico,141,351-486,491-594,,,,
Helico,142,86-168,218-277,314-360,366-613,,
Helico,143,319-526,,,,,
Helico,144,380-506,,,,,
Helico,145,144-184,275-312,338-399,405-502,568-613,
Helico,146,234-358,371-488,,,,
Helico,147,155-340,,,,,
Helico,148,236-552,,,,,
Helico,149,382-542,558-613,,,,
Helico,150,88-135,261-305,395-554,,,
Helico,151,399-438,511-606,,,,
Helico,152,315-543,,,,,
Helico,153,370-516,,,,,
Helico,154,0-162,381-565,,,,
Helico,155,336-388,393-468,,,,
Helico,156,386-518,530-584,,,,
Helico,157,194-440,532-608,,,,
Helico,158,374-613,,,,,
Helico,159,266-496,,,,,
Helico,160,382-551,,,,,
Helico,161,139-194,525-613,,,,
Helico,162,36-94,104-205,279-321,346-453,546-590,
Helico,163,410-447,524-600,,,,
Helico,164,145-194,480-525,,,,
Helico,165,84-255,277-329,368-450,,,
Helico,166,0-93,321-497,,,,
Helico,167,351-411,,,,,
Helico,168,358-558,,,,,
Helico,169,124-206,260-320,,,,
Helico,170,387-478,,,,,
Helico,171,388-440,531-613,,,,
Helico,172,170-231,346-504,,,,
Helico,173,63-128,223-554,,,,
Helico,174,182-235,276-553,,,,
Helico,175,382-441,553-599,,,,
Helico,176,344-510,,,,,
Helico,177,358-472,,,,,
Helico,178,285-503,,,,,
Helico,179,336-484,,,,,
Helico,180,62-99,265-447,515-613,,,
Helico,181,68-161,300-371,374-446,,,
Helico,182,49-116,577-613,,,,
Helico,183,388-476,,,,,
Helico,184,193-255,269-329,347-445,,,
Helico,185,0-43,154-260,283-361,391-500,,
Helico,186,220-260,373-437,463-540,,,
Helico,187,363-459,,,,,
Helico,188,254-300,408-462,,,,
Helico,189,326-459,511-579,,,,
Helico,190,290-476,,,,,
Helico,191,222-481,,,,,
Helico,192,367-432,494-569,,,,
Helico,193,330-525,,,,,
Helico,194,270-528,,,,,
Helico,195,186-255,319-505,,,,
Helico,196,108-151,577-613,,,,
Helico,197,244-299,377-470,,,,
Helico,198,207-258,369-492,529-613,,,
Helico,199,0-64,416-454,532-613,,,
Helico,200,9-116,380-593,,,,
Helico,201,397-463,,,,,
Helico,202,75-112,,,,,
Helico,203,314-583,,,,,
Helico,204,438-486,,,,,
Helico,205,291-331,383-467,,,,
Helico,206,374-518,,,,,
Helico,207,,,,,,
Helico,208,202-246,289-425,,,,
Helico,209,0-129,146-209,256-543,,,
Helico,210,361-405,,,,,
Helico,211,264-433,,,,,
Helico,212,397-518,,,,,
Helico,213,73-204,385-446,564-613,,,
Helico,214,220-265,419-467,,,,
Helico,215,0-263,,,,,
Helico,216,298-463,,,,,
Helico,217,197-306,,,,,
Helico,218,25-76,382-425,558-613,,,
Helico,219,271-499,,,,,
Helico,220,227-489,,,,,
Helico,221,406-448,,,,,
Helico,222,113-314,318-486,549-613,,,
Helico,223,78-122,124-214,,,,
Helico,224,162-214,403-463,469-555,,,
Helico,225,191-377,,,,,
Helico,226,189-248,352-470,,,,
Helico,227,377-581,,,,,
Helico,228,149-202,273-324,370-613,,,
Helico,229,296-405,420-472,,,,
Helico,230,191-275,299-476,,,,
Helico,231,360-442,,,,,
Helico,232,124-184,296-506,525-566,,,
Helico,233,24-74,343-514,,,,
Helico,234,0-92,391-491,,,,
Helico,235,330-445,,,,,
Helico,236,218-468,565-605,,,,
Helico,237,382-466,488-554,,,,
Helico,238,318-385,,,,,
Helico,239,436-530,,,,,
Helico,240,82-178,336-613,,,,
Helico,241,254-377,392-533,,,,
Helico,242,255-322,337-430,440-552,,,
Helico,243,394-551,,,,,
Helico,244,255-471,,,,,
Helico,245,301-337,447-605,,,,
Helico,246,0-64,73-360,368-449,,,
Helico,247,192-241,258-521,,,,
Helico,248,237-512,,,,,
Helico,249,182-262,317-477,546-605,,,
Helico,250,179-462,468-554,,,,
Helico,251,277-458,,,,,
Helico,252,174-220,369-448,501-554,,,
Helico,253,0-43,134-179,330-483,,,
Helico,254,188-245,255-356,409-471,,,
Helico,255,344-473,477-538,,,,
Helico,256,0-102,393-494,,,,
Helico,257,379-479,,,,,
Helico,258,144-220,282-467,,,,
Helico,259,355-498,,,,,
Helico,260,7-52,63-109,372-449,,,
Helico,261,395-468,,,,,
Helico,262,311-501,,,,,
Helico,263,384-516,,,,,
Helico,264,47-84,390-505,,,,
Helico,265,74-117,244-438,457-554,,,
Helico,266,212-283,291-460,,,,
Helico,267,321-492,522-603,,,,
Helico,268,396-535,,,,,
Helico,269,287-520,,,,,
Helico,270,0-42,307-373,382-431,436-479,529-590,
Helico,271,269-354,396-459,,,,
Helico,272,21-57,152-193,303-368,,,
Helico,273,221-366,388-478,,,,
Helico,274,328-511,,,,,
Helico,275,331-584,,,,,
Helico,276,279-347,353-524,,,,
Helico,277,49-350,393-511,,,,
Helico,278,271-536,,,,,
Helico,279,5-55,411-500,,,,
Helico,280,0-81,145-185,363-456,467-534,536-613,
Helico,281,290-351,399-469,,,,
Helico,282,190-474,,,,,
Helico,283,338-487,,,,,
Helico,284,277-321,344-488,,,,
Helico,285,52-109,371-484,,,,
Helico,286,67-112,295-498,,,,
Helico,287,206-323,362-462,,,,
Helico,288,238-517,,,,,
Helico,289,302-364,377-449,547-612,,,
Helico,290,296-334,434-548,,,,
Helico,291,242-511,,,,,
Helico,292,170-288,327-380,,,,
Helico,293,26-62,325-494,,,,
Helico,294,355-476,,,,,
Helico,295,80-117,350-397,,,,
Helico,296,293-563,,,,,
Helico,297,396-468,,,,,
Helico,298,217-271,358-498,567-613,,,
Helico,299,178-280,361-501,,,,
Helico,300,147-226,232-528,,,,
Helico,301,220-260,315-458,,,,
Helico,302,0-53,,,,,
Helico,303,126-183,312-523,,,,
Helico,304,383-585,,,,,
Helico,305,223-268,371-520,,,,
Helico,306,352-511,,,,,
Helico,307,207-455,,,,,
Helico,308,379-478,,,,,
Helico,309,220-328,335-545,,,,
Helico,310,49-98,240-310,415-506,,,
Helico,311,325-613,,,,,
Helico,312,80-124,126-216,,,,
Helico,313,,,,,,
Helico,314,177-240,294-347,376-593,,,
Helico,315,198-328,334-496,,,,
Helico,316,163-239,,,,,
Helico,317,80-231,290-467,,,,
Helico,318,212-505,,,,,
Helico,319,514-558,,,,,
Helico,320,260-510,,,,,
Helico,321,0-44,237-498,557-613,,,
Helico,322,199-320,372-554,,,,
Helico,323,119-169,176-234,500-609,,,
Helico,324,0-119,135-236,,,,
Helico,325,50-96,200-239,312-465,489-586,,
Helico,326,288-343,412-481,,,,
Helico,327,56-121,,,,,
Helico,328,182-285,291-331,401-463,,,
Helico,329,0-40,174-457,,,,
Helico,330,,,,,,
Helico,331,466-580,,,,,
Helico,332,352-497,,,,,
Helico,333,312-451,472-584,,,,
Helico,334,11-126,204-381,390-499,,,
Helico,335,363-613,,,,,
Helico,336,357-481,,,,,
Helico,337,303-575,,,,,
Helico,338,45-145,268-361,367-594,,,
Helico,339,52-130,265-469,476-539,,,
Helico,340,450-613,,,,,
Helico,341,403-514,,,,,
Helico,342,376-498,,,,,
Helico,343,295-350,360-463,519-555,,,
Helico,344,,,,,,
Helico,345,0-58,396-531,,,,
Helico,346,396-476,496-567,,,,
Helico,347,326-469,,,,,
Helico,348,45-82,231-277,283-358,385-486,,
Helico,349,351-477,,,,,
Helico,350,389-454,,,,,
Helico,351,315-486,,,,,
Helico,352,258-538,,,,,
Helico,353,0-66,327-467,,,,
Helico,354,228-497,,,,,
Helico,355,267-493,,,,,
Helico,356,0-111,264-309,338-488,,,
Helico,357,273-523,,,,,
Helico,358,352-525,,,,,
Helico,359,289-522,,,,,
Helico,360,9-81,184-240,392-438,444-482,,
Helico,361,135-252,461-566,,,,
Helico,362,82-143,311-353,450-613,,,
Helico,363,242-481,,,,,
Helico,364,24-92,155-263,377-451,,,
Helico,365,118-158,373-584,,,,
Helico,366,223-282,343-441,,,,
Helico,367,62-130,323-499,553-613,,,
Helico,368,422-541,,,,,
Helico,369,208-298,400-492,,,,
Helico,370,216-295,392-496,,,,
Helico,371,317-487,,,,,
Helico,372,148-197,,,,,
Helico,373,374-450,459-556,,,,
Helico,374,0-155,215-276,435-471,,,
Helico,375,402-553,,,,,
Helico,376,175-519,,,,,
Helico,377,0-90,,,,,
Helico,378,367-452,,,,,
Helico,379,230-288,354-444,448-516,,,
Helico,380,368-475,,,,,
Helico,381,264-481,490-529,,,,
Helico,382,0-79,364-518,570-613,,,
Helico,383,0-51,123-257,386-489,,,
Helico,384,406-497,,,,,
Helico,385,174-217,319-361,368-545,,,
Helico,386,385-476,,,,,
Helico,387,325-480,521-591,,,,
Helico,388,250-443,,,,,
Helico,389,280-375,382-468,532-575,,,
Helico,390,180-428,,,,,
Helico,391,206-477,,,,,
Helico,392,34-88,160-256,344-516,,,
Helico,393,354-486,576-613,,,,
Helico,394,336-477,,,,,
Helico,395,,,,,,
Helico,396,0-130,,,,,
Helico,397,182-548,,,,,
Helico,398,55-98,,,,,
Helico,399,210-268,274-494,,,,
Helico,400,214-483,,,,,
Helico,401,177-248,346-608,,,,
Helico,402,380-508,,,,,
Helico,403,410-490,,,,,
Helico,404,184-248,374-507,546-613,,,
Helico,405,384-490,,,,,
Helico,406,384-494,,,,,
Helico,407,389-480,,,,,
Helico,408,193-331,458-503,,,,
Helico,409,325-613,,,,,
Helico,410,0-270,,,,,
Helico,411,294-538,,,,,
Helico,412,35-103,556-613,,,,
Helico,413,157-215,293-344,398-503,574-613,,
Helico,414,345-483,,,,,
Helico,415,512-569,,,,,
Helico,416,369-515,558-609,,,,
Helico,417,358-450,,,,,
Helico,418,286-360,381-466,498-613,,,
Helico,419,298-490,,,,,
Helico,420,0-183,208-483,,,,
Helico,421,489-553,,,,,
Helico,422,9-56,363-555,565-613,,,
Helico,423,285-613,,,,,
Helico,424,400-464,561-613,,,,
Helico,425,389-480,,,,,
Helico,426,391-549,,,,,
Helico,427,14-60,196-450,,,,
Helico,428,304-362,366-457,,,,
Helico,429,0-47,241-472,,,,
Helico,430,219-305,379-461,,,,
Helico,431,314-526,,,,,
Helico,432,326-514,,,,,
Helico,433,0-58,361-429,488-586,,,
Helico,434,0-143,,,,,
Helico,435,525-613,,,,,
Helico,436,159-201,288-434,,,,
Helico,437,304-581,,,,,
Helico,438,0-55,402-480,,,,
Helico,439,301-356,378-489,,,,
Helico,440,74-124,160-242,334-561,,,
Helico,441,162-235,301-421,455-498,,,
Helico,442,119-268,371-425,540-613,,,
Helico,443,348-508,,,,,
Helico,444,246-345,390-519,,,,
Helico,445,325-469,515-574,,,,
Helico,446,288-372,394-575,,,,
Helico,447,192-259,270-497,,,,
Helico,448,323-474,,,,,
Helico,449,295-496,,,,,
Helico,450,343-422,562-613,,,,
Helico,451,362-531,,,,,
Helico,452,11-93,355-509,,,,
Helico,453,353-526,,,,,
Helico,454,4-77,359-613,,,,
Helico,455,270-353,381-460,,,,
Helico,456,139-243,320-492,,,,
Helico,457,243-326,400-456,,,,
Helico,458,124-183,,,,,
Helico,459,396-452,,,,,
Helico,460,35-87,,,,,
Helico,461,353-499,,,,,
Helico,462,333-460,472-613,,,,
Helico,463,333-388,,,,,
Helico,464,0-40,278-562,,,,
Helico,465,183-220,,,,,
Helico,466,371-458,,,,,
Helico,467,357-452,,,,,
Helico,468,236-321,378-475,,,,
Helico,469,283-530,,,,,
Helico,470,0-133,219-409,456-497,559-613,,
Helico,471,371-474,,,,,
Helico,472,314-512,,,,,
Helico,473,296-502,,,,,
Helico,474,0-50,286-428,,,,
Helico,475,344-396,426-465,,,,
Helico,476,312-474,,,,,
Helico,477,0-47,380-461,487-613,,,
Helico,478,384-462,,,,,
Helico,479,328-526,,,,,
Helico,480,,,,,,
Helico,481,2-69,336-516,,,,
Helico,482,170-220,282-455,,,,
Helico,483,424-512,575-613,,,,
Helico,484,543-613,,,,,
Helico,485,0-38,269-311,406-613,,,
Helico,486,372-490,,,,,
Helico,487,355-410,,,,,
Helico,488,403-567,,,,,
Helico,489,269-491,,,,,
Helico,490,256-303,414-613,,,,
Helico,491,119-500,531-613,,,,
Helico,492,316-383,390-468,493-566,,,
Helico,493,289-466,577-613,,,,
Helico,494,257-528,,,,,
Helico,495,10-81,151-295,,,,
Helico,496,355-436,520-613,,,,
Helico,497,291-483,487-535,,,,
Helico,498,313-434,,,,,
Helico,499,391-436,563-613,,,,
Helico,500,245-613,,,,,
Helico,501,15-64,145-214,406-482,,,
Helico,502,299-462,,,,,
Helico,503,342-522,,,,,
Helico,504,303-373,411-600,,,,
Helico,505,386-502,,,,,
Helico,506,355-498,,,,,
Helico,507,15-81,120-157,292-529,,,
Helico,508,399-478,543-585,,,,
Helico,509,22-89,460-508,,,,
Helico,510,413-490,,,,,
Helico,511,142-188,336-590,,,,
Helico,512,0-203,255-299,383-470,529-613,,
Helico,513,0-114,185-244,314-357,373-423,,
Helico,514,79-137,350-479,575-613,,,
Helico,515,165-205,291-542,547-584,,,
Helico,516,64-192,570-608,,,,
Helico,517,389-480,,,,,
Helico,518,0-37,141-243,275-395,401-475,,
Helico,519,324-375,380-422,498-611,,,
Helico,520,476-534,,,,,
Helico,521,240-466,577-613,,,,
Helico,522,68-116,403-549,,,,
Helico,523,326-452,513-613,,,,
Helico,524,218-291,319-502,,,,
Helico,525,57-124,449-521,535-613,,,
Helico,526,171-304,389-431,,,,
Helico,527,410-544,,,,,
Helico,528,218-271,370-459,,,,
Helico,529,185-345,,,,,
Helico,530,233-338,370-446,460-569,,,
Methano,1,183-439,,,,,
Methano,2,159-454,465-508,539-613,,,
Methano,3,0-44,372-475,,,,
Methano,4,173-234,347-424,,,,
Methano,5,391-456,,,,,
Methano,6,0-301,355-431,,,,
Methano,7,273-320,367-429,438-494,526-585,,
Methano,8,350-455,,,,,
Methano,9,258-431,,,,,
Methano,10,349-471,562-613,,,,
Methano,11,252-421,,,,,
Methano,12,337-515,,,,,
Methano,13,141-356,,,,,
Methano,14,114-172,205-483,,,,
Methano,15,234-489,498-537,,,,
Methano,16,262-363,,,,,
Methano,17,164-319,389-453,,,,
Methano,18,362-450,,,,,
Methano,19,478-567,,,,,
Methano,20,410-487,,,,,
Methano,21,338-470,,,,,
Methano,22,70-260,,,,,
Methano,23,213-338,,,,,
Methano,24,256-476,533-590,,,,
Methano,25,210-303,,,,,
Methano,26,360-445,,,,,
Methano,27,215-495,,,,,
Methano,28,261-451,,,,,
Methano,29,358-455,,,,,
Methano,30,275-462,,,,,
Methano,31,221-326,432-492,,,,
Methano,32,61-126,138-251,375-454,508-613,,
Methano,33,39-77,338-482,,,,
Methano,34,4-59,315-376,,,,
Methano,35,385-456,,,,,
Methano,36,0-174,179-221,250-355,376-460,,
Methano,37,133-208,575-613,,,,
Methano,38,297-456,,,,,
Methano,39,293-482,,,,,
Methano,40,168-470,,,,,
Methano,41,,,,,,
Methano,42,221-278,289-328,367-450,549-613,,
Methano,43,392-473,,,,,
Methano,44,269-343,507-613,,,,
Methano,45,164-229,300-352,367-461,574-613,,
Methano,46,559-613,,,,,
Methano,47,262-436,,,,,
Methano,48,375-490,,,,,
Methano,49,262-361,,,,,
Methano,50,0-443,,,,,
Methano,51,59-110,144-233,537-606,,,
Methano,52,369-452,,,,,
Methano,53,195-323,400-527,,,,
Methano,54,283-353,375-566,,,,
Methano,55,276-520,,,,,
Methano,56,234-506,,,,,
Methano,57,243-326,393-508,,,,
Methano,58,34-105,230-315,,,,
Methano,59,339-481,,,,,
Methano,60,0-98,441-487,,,,
Methano,61,396-579,,,,,
Methano,62,178-292,336-469,,,,
Methano,63,215-317,330-435,,,,
Methano,64,25-62,184-237,,,,
Methano,65,172-298,305-476,,,,
Methano,66,336-450,565-613,,,,
Methano,67,366-526,,,,,
Methano,68,493-602,,,,,
Methano,69,0-73,286-378,,,,
Methano,70,355-613,,,,,
Methano,71,286-360,397-458,,,,
Methano,72,18-194,220-313,392-493,554-613,,
Methano,73,204-294,392-471,526-613,,,
Methano,74,228-428,,,,,
Methano,75,340-481,,,,,
Methano,76,386-444,,,,,
Methano,77,352-484,,,,,
Methano,78,281-342,440-483,543-586,,,
Methano,79,0-40,,,,,
Methano,80,257-525,,,,,
Methano,81,86-126,385-459,,,,
Methano,82,387-582,,,,,
Methano,83,298-371,389-489,,,,
Methano,84,191-261,268-506,,,,
Methano,85,478-531,,,,,
Methano,86,306-431,,,,,
Methano,87,215-355,,,,,
Methano,88,1-110,388-499,,,,
Methano,89,168-418,,,,,
Methano,90,266-333,354-469,,,,
Methano,91,0-47,,,,,
Methano,92,202-268,371-446,,,,
Methano,93,8-104,364-481,547-613,,,
Methano,94,140-190,400-436,555-606,,,
Methano,95,,,,,,
Methano,96,309-488,,,,,
Methano,97,266-467,,,,,
Methano,98,235-361,392-483,,,,
Methano,99,,,,,,
Methano,100,223-420,494-546,,,,
Methano,101,270-453,,,,,
Methano,102,280-328,382-440,,,,
Methano,103,272-433,,,,,
Methano,104,339-483,,,,,
Methano,105,0-42,379-478,,,,
Methano,106,322-453,,,,,
Methano,107,325-369,374-481,493-579,,,
Methano,108,172-450,,,,,
Methano,109,286-328,502-562,,,,
Methano,110,0-54,353-483,,,,
Methano,111,349-414,563-613,,,,
Methano,112,170-282,306-480,546-605,,,
Methano,113,,,,,,
Methano,114,315-415,448-527,,,,
Methano,115,446-537,,,,,
Methano,116,133-175,255-367,369-457,,,
Methano,117,163-353,460-530,,,,
Methano,118,129-276,319-427,,,,
Methano,119,21-76,238-277,359-494,,,
Methano,120,377-565,,,,,
Methano,121,317-482,,,,,
Methano,122,280-368,374-449,,,,
Methano,123,268-376,,,,,
Methano,124,42-114,395-489,538-613,,,
Methano,125,,,,,,
Methano,126,561-613,,,,,
Methano,127,245-442,,,,,
Methano,128,283-346,351-469,,,,
Methano,129,210-346,537-613,,,,
Methano,130,344-505,558-610,,,,
Methano,131,137-212,,,,,
Methano,132,203-265,387-484,,,,
Methano,133,257-361,375-534,,,,
Methano,134,264-425,,,,,
Methano,135,296-447,,,,,
Methano,136,329-446,,,,,
Methano,137,315-493,,,,,
